id,price
982270025520140505T000000,859844
866324018020150330T000000,550726
394960009020141201T000000,423258
555330037520140820T000000,1243968
701900005020140506T000000,542329
511280019020150327T000000,240030
111800093520140705T000000,973973
739730017020140530T000000,1662272
379730014020140721T000000,287499
892900003020140821T000000,357344
714870005020150126T000000,654944
872430001020140909T000000,973608
390494020020140620T000000,758602
344874025020150428T000000,437345
197220055620140703T000000,433791
176065029020150205T000000,243196
556140121020150108T000000,792395
510451027020140718T000000,183194
111200003120150318T000000,514577
082606918420141002T000000,656253
379340036020140814T000000,472333
262308900220150416T000000,518082
606140016020140918T000000,366755
082106902520150213T000000,814518
797260067620141104T000000,340046
358590004520141022T000000,1060769
333300245020140708T000000,300396
530910120020140605T000000,668445
152306921520140603T000000,342554
565260115520150415T000000,508509
714060002020150414T000000,56313
335240223620141215T000000,303564
630680005020140925T000000,655428
790520014720141104T000000,569730
276760092020141027T000000,363746
113960027020150324T000000,422740
362997019020150126T000000,753449
952310071220140618T000000,492693
376010010020140723T000000,424152
660070003020150506T000000,401724
525330043720150319T000000,567092
869860008020140910T000000,621185
982820079020141028T000000,294736
330385033020141216T000000,1391163
660700009520150218T000000,408317
545230178520150218T000000,1305414
510452055020140701T000000,398901
336240100020140701T000000,771968
115200004020141010T000000,629293
612180006020140910T000000,247392
143310001020150128T000000,276331
684360004020140702T000000,597651
430270055920150327T000000,343574
637200029720150323T000000,469328
545030019520150327T000000,672043
334570020720150502T000000,601029
640331006020140811T000000,543113
344540012020140725T000000,219207
374400010020141111T000000,652754
856610020020140508T000000,812946
720233019020141001T000000,338065
430971024020140722T000000,875595
812210083520140812T000000,198876
206180004520150122T000000,573802
028400022320140916T000000,594704
926490104020140516T000000,362752
278770006020150115T000000,441393
202605918120141120T000000,722610
389310046220150225T000000,1334954
534720016020140512T000000,358624
132831037020150402T000000,537651
926540021020140922T000000,173799
009100032020140923T000000,481479
117600119520140621T000000,467741
187340002020140703T000000,491108
192505925420150507T000000,1783976
630180002020140506T000000,612232
947794044020140617T000000,400978
260010037020150211T000000,657301
330397010020150306T000000,750590
712930185120140923T000000,365287
400600018320140909T000000,556293
122603905420150316T000000,563212
868010003020140521T000000,485457
039900019520141020T000000,72375
138860011020140821T000000,189674
336240065020150116T000000,822713
220670029520140915T000000,376898
408330062020150227T000000,694861
258680021020150421T000000,505879
931980005020150421T000000,559462
072604921320150320T000000,590081
226700016020141020T000000,419321
670585030020150414T000000,844315
132830081020150330T000000,505608
883577017020140822T000000,1737419
513200014020140618T000000,158060
691871034020140822T000000,691352
197220208020140710T000000,679738
102403900120140717T000000,938742
092205902020140716T000000,351311
784920229920150218T000000,318138
403720066520140813T000000,363855
400300005320140813T000000,940645
408330248520150420T000000,649717
508300037520150319T000000,167314
757491045020150203T000000,1021154
329870001220150320T000000,191541
923890008520141029T000000,550374
012505917820140722T000000,830033
715320016020150114T000000,1081222
235430084520140804T000000,198600
883890016720140509T000000,650078
375450123520141001T000000,984767
789380053420141124T000000,540903
669050032020141027T000000,565573
131070033020150507T000000,427770
982670070720141028T000000,433341
345990030520141211T000000,1022146
102606906120150129T000000,950261
032306915820140626T000000,569271
220720063520140602T000000,392871
785218065020140718T000000,307220
287710307020150223T000000,660128
722750045020140909T000000,122827
678820029520140612T000000,494040
797990044020150512T000000,685153
143800036020140603T000000,477148
541160002020150304T000000,704398
982870281220140923T000000,444671
262170001020140508T000000,591344
127930008520150318T000000,557249
333600017020141003T000000,429156
124710003520140630T000000,1036749
926885132020141210T000000,356798
534720022020140911T000000,146338
681910008020141001T000000,454213
564130022020140828T000000,567454
182970008020141212T000000,448521
326230023520141126T000000,789640
334390251020140611T000000,793080
177580042020150202T000000,579425
297680036020150223T000000,474949
501500034620141104T000000,970065
286710019020140618T000000,400623
201140052020140619T000000,341302
152407908820140509T000000,321376
955730019020140711T000000,584041
785215014020141007T000000,216516
124270003520141103T000000,895425
800510002520140919T000000,177439
733450130020150306T000000,216963
932850068020150202T000000,497463
248770006520140505T000000,257117
720233037020150210T000000,341016
232306905320150417T000000,413446
713530004620140716T000000,336841
865590010020140807T000000,341193
079700025620150407T000000,146297
283800013020150213T000000,607723
011410074520140506T000000,937466
247520059020150421T000000,249575
211470046020140818T000000,251377
802420171420141117T000000,648624
521020007720140619T000000,728055
664104010020140515T000000,1151406
777920027520140613T000000,770799
051450019520141016T000000,552563
070570053020140730T000000,322576
812350005020140624T000000,546307
231005011020141215T000000,325644
614560078020140911T000000,600882
730130015020140625T000000,400062
868228148020140725T000000,534480
335440006020150501T000000,120932
681775051020150303T000000,308301
212605904820150402T000000,390250
239710105520140812T000000,791392
180690049920140721T000000,482608
358100002020140926T000000,424491
720360055020140804T000000,202634
955880003020141107T000000,246569
419740000520140620T000000,651085
154580573020150218T000000,147681
131044028020140710T000000,619438
118000831520140715T000000,135041
231000025020150506T000000,217591
873204082020141017T000000,411046
243670062520150417T000000,467446
952110030120140507T000000,300932
926520006020141007T000000,895485
002350019020141008T000000,635562
812770039020141215T000000,1049348
022406910220140908T000000,367628
955801009020140822T000000,612140
257950011020140701T000000,1801266
320550002020150408T000000,410204
177111055020141204T000000,384214
796795004020150416T000000,857038
712980006320150420T000000,438435
792290038020141030T000000,457467
502190005020140818T000000,567570
388580532520140731T000000,611052
807835010020141204T000000,566555
259183035020140820T000000,494460
413942007020140910T000000,1302247
292604950420150402T000000,554483
362504908820140702T000000,1171738
789160016520140627T000000,445048
951086075020150108T000000,936009
278128015020140801T000000,293547
785200034020140625T000000,412070
375450120520150429T000000,1209204
923240005520140917T000000,212269
888600000520150309T000000,721010
255995011020150422T000000,907961
429900013020140728T000000,528303
312150015020150423T000000,958025
807300049120141211T000000,1119952
812970064420150424T000000,863090
667900013020150209T000000,189972
382600055020150414T000000,233553
701070066020150428T000000,623822
125720212020141030T000000,468746
401280001020140506T000000,590235
342006906520140825T000000,438076
147312073020140627T000000,720741
546970005220141113T000000,253320
770820088020140923T000000,550240
866916046020150305T000000,320033
279500008020140919T000000,668089
357480111020141125T000000,598358
809680011020141215T000000,462667
868226217020140530T000000,425483
561150014020140822T000000,784089
228760003520140625T000000,759910
333050070520140515T000000,272494
913610268020140923T000000,572794
246440034020140625T000000,482133
723745019020140806T000000,409805
789320345020150323T000000,127686
113730178020141126T000000,749340
272407909020150105T000000,1285068
243670118020140814T000000,650149
758270007520141002T000000,1094654
616990118520140520T000000,1186959
383550019520140618T000000,1767232
186291005020140722T000000,285500
184230005020140702T000000,501561
211270018520150325T000000,826437
222890016120141008T000000,803228
119300039020140620T000000,1009988
890000010020141231T000000,468496
503630043120150311T000000,951983
176960014720140731T000000,524725
390492060020141105T000000,695831
192205904620141029T000000,324012
727200180520150309T000000,359134
664850058020150421T000000,422454
008800059120150414T000000,88892
418830018020141112T000000,908260
612701080020140609T000000,432611
798740031620140814T000000,315258
776040090020140916T000000,266187
106150063020150205T000000,548134
032205931120150330T000000,238609
645030254520150508T000000,493782
955120125020140902T000000,532209
858140001520140722T000000,141937
092505928820150507T000000,747686
181880014420140502T000000,799139
172080030520141119T000000,826208
326000070020140904T000000,474369
329595024020140905T000000,373938
132407908520150504T000000,184122
381000056520140702T000000,408369
334270040520140522T000000,739689
300480017520150416T000000,342581
132830004020150312T000000,386593
168790052020140929T000000,660224
142320011020150513T000000,93356
247338092020140813T000000,287445
405570003020150502T000000,1431418
720593005020150102T000000,998527
701520061520140529T000000,825461
635890007020141222T000000,1108922
785202072020150327T000000,425246
789320377020150304T000000,84552
098285008020140613T000000,445398
866320045020140715T000000,760521
555630010220140714T000000,995067
405110023020140820T000000,189363
362992114020141030T000000,927681
390508153020141007T000000,533521
260774010020141029T000000,451891
864554029020141126T000000,376539
710000013520140520T000000,275684
358650077020140923T000000,819278
022406913420150225T000000,395185
375950000620141014T000000,779325
643050023820141216T000000,544489
928910017020141031T000000,637769
721140085020140811T000000,127511
745250004520140805T000000,164618
113800007020141113T000000,411948
193130041220150416T000000,381399
413689056020150430T000000,394997
542295008020140825T000000,280718
675110020520140804T000000,392287
697997015020141212T000000,660020
542303030020140519T000000,535182
003700033520140814T000000,378327
812260014520140521T000000,275838
256830004520140625T000000,369707
868229202020140915T000000,462531
064691056020150306T000000,276139
038400013520140624T000000,422441
262303901820141027T000000,1014036
277060249320141120T000000,376622
954283016020141218T000000,128248
570000246020140725T000000,679274
784130050520141027T000000,638700
156310268520150422T000000,801593
122308901620140718T000000,324285
620610013020140626T000000,690531
869131084020140509T000000,980810
009803053020140610T000000,926676
660022030020140914T000000,444435
014800003520140602T000000,629301
277160412020141111T000000,1254202
929780009020140708T000000,417282
122503905220141112T000000,601031
339210005020140625T000000,106689
679110041020140919T000000,417752
154580651020140820T000000,161856
510040403020141208T000000,802607
062411011020150222T000000,1427415
720233016020141119T000000,335604
940700183020140717T000000,172272
212205907720140915T000000,314043
333600194620150307T000000,250944
714020033020150309T000000,213161
405880043920140623T000000,694265
125720011520140521T000000,711305
662340009020150421T000000,246054
682310022520150414T000000,588756
112605914420140911T000000,778868
149830390520150402T000000,608673
645030378520141118T000000,316388
132430001820141121T000000,434142
079700025820150402T000000,633534
778705018020150128T000000,751093
231140019520150303T000000,980074
792350006020140922T000000,765249
278125056020141202T000000,17774
282210017520140827T000000,289646
408330007020140512T000000,822742
060300104520150429T000000,225715
613761054020140827T000000,1080813
379700029020140612T000000,893339
366450004120150417T000000,359879
401930116020140627T000000,908972
815160097320150406T000000,587961
572750030120141006T000000,552871
126620001520150127T000000,460321
570000402820150417T000000,1256384
326100008020150310T000000,758791
119600294820150218T000000,736445
531510080520141218T000000,525042
896540039020140905T000000,868710
873199044020150310T000000,521107
202570136020141014T000000,211677
265250151320140813T000000,605987
721481005020150416T000000,696301
230140032520150407T000000,661816
951030022020140804T000000,608857
510451218020140626T000000,622492
508970072020150127T000000,517791
147161006020140708T000000,193057
168200016020150417T000000,140328
277060542020140916T000000,477086
063810001520150312T000000,249459
399570032520140604T000000,296242
636290014520150203T000000,479252
281710043020150511T000000,372213
265250028520141028T000000,738363
680221033020150429T000000,67022
122006903520141120T000000,393654
941461001020140617T000000,445419
443840002020140512T000000,44022
321690008020140925T000000,431275
257030013020150317T000000,565412
789980012020140820T000000,302720
415430321520140828T000000,885933
297980040920140505T000000,449000
417831004020141016T000000,821111
115000020020150414T000000,785849
330386016020150224T000000,583986
246440028520141229T000000,427526
285610025020141106T000000,611042
296880001020140904T000000,371169
515220002020150504T000000,414244
525569010020150421T000000,781609
713795021020141120T000000,396410
339504055020150429T000000,300077
312150002020140702T000000,751213
302505907220140725T000000,1169564
288770306620140528T000000,515566
865151038020140821T000000,527380
262506907020150410T000000,1115944
145460015620140625T000000,1258300
982820052520140815T000000,362421
212204903820150302T000000,324331
123200107020140814T000000,534132
230390004520140623T000000,1803568
928380005020140819T000000,378612
276800029520150417T000000,715606
917860013520140826T000000,649242
093000041520141204T000000,1166267
670039009020140625T000000,298187
546790007020140502T000000,465380
246090002020140730T000000,505624
115270012020150409T000000,551129
152304920920141113T000000,193396
869151015020140922T000000,300774
746140040020141103T000000,380744
118600006520150416T000000,1034643
785213072020141009T000000,373303
342304920920150318T000000,19762
442710010520150428T000000,448718
405880050020140710T000000,624795
798740047520150417T000000,732696
072750003020140715T000000,425692
632900019020140729T000000,1344219
913610205720140905T000000,581563
350160023520140505T000000,433334
856330008520141201T000000,643958
334390228120150505T000000,284645
952810096320140806T000000,659631
272105917320150309T000000,117911
888600002120140616T000000,607240
430972016020141107T000000,851440
115270022020140903T000000,664956
393590023220150112T000000,271423
329690028020150325T000000,572945
407780002920141027T000000,744897
277060146220150423T000000,381818
192605909420140812T000000,519829
763120031020141106T000000,1318061
746290001520150108T000000,280774
794300002020150326T000000,138226
515390008020140714T000000,247265
232006926020141027T000000,429255
191210088520140702T000000,663597
252306914620140623T000000,499542
217510020520150323T000000,866480
795503006020150326T000000,380154
730430101020140915T000000,544328
277060145720150210T000000,492951
520920001020140731T000000,484967
692960376920140721T000000,177334
940652026020150128T000000,237589
863575112020140519T000000,541823
373590104020140703T000000,443361
720236067020150408T000000,1019777
542710015020140626T000000,909672
769660002020150128T000000,223003
270845002020140912T000000,802424
381870001620141007T000000,625708
546090012020141208T000000,797521
256820074020140811T000000,771414
192105904520141107T000000,266230
152306902220150506T000000,231599
410000005020141030T000000,632182
248820016820140718T000000,407927
722750117020140626T000000,157470
611750245520140513T000000,236759
022605907820150227T000000,485014
755880024020150414T000000,413055
230971013020140715T000000,206266
186582037020141113T000000,170414
541210024020141022T000000,453261
754730005020140515T000000,182670
570000212520140610T000000,565108
812110026520140521T000000,690906
439920007520140703T000000,346047
278772014020150407T000000,438315
616390138020141114T000000,344360
159200068020140528T000000,667009
269010017020141013T000000,316782
020310153020140530T000000,388758
014200016520140507T000000,762039
020390061020140724T000000,346741
164650036520141121T000000,677449
809990004020141111T000000,509848
718980009520141104T000000,695274
186890039520140902T000000,496911
940710030020150401T000000,144958
665470024020150408T000000,348384
785325008020150216T000000,625948
379141021020141117T000000,858265
247341069020140623T000000,398757
638660017020141001T000000,353155
147161007020140827T000000,240988
289270004120150128T000000,221355
795030044020141015T000000,375962
774950097020150226T000000,273429
321123026020150204T000000,473283
781110010020140918T000000,571664
279470012020140912T000000,869744
641160041120141209T000000,352439
032405916120141013T000000,1046565
082700011020140714T000000,438932
559290010520150213T000000,615260
186240052820140716T000000,500572
138860007020141124T000000,255957
276800040020141230T000000,849508
333650018020140605T000000,286218
375890002320140521T000000,1131488
330430030020150507T000000,591744
225450207120140523T000000,308191
281721042020141114T000000,762904
414094013020141121T000000,418331
177580071020150126T000000,387615
330386046020150415T000000,622245
608240008320150430T000000,175400
869151017020150204T000000,359811
137080094020140721T000000,940028
689110059020150302T000000,787689
326020020020141030T000000,459988
952410032220141020T000000,397474
569500027020141103T000000,439735
723750119020141010T000000,1527849
122308906620140814T000000,794641
955020065020140506T000000,581118
883290055020140912T000000,1023708
612100011020140603T000000,208571
413942064020141030T000000,1686677
954720561020140929T000000,691975
252504911320140725T000000,1205519
